alpha,cos_dist,top1_acc,top3_acc
0.0,0.19793382159301212,0.7892857142857143,0.9214285714285714
0.05,0.319046015398843,0.6392857142857142,0.8857142857142857
0.1,0.2764188702617373,0.7071428571428572,0.9178571428571428
0.15000000000000002,0.24162185490131377,0.7392857142857143,0.925
0.2,0.21648824214935303,0.7678571428571429,0.9357142857142857
0.25,0.20109444239309857,0.7785714285714286,0.9321428571428572
0.30000000000000004,0.19429772879396165,0.7714285714285715,0.9214285714285714
0.35000000000000003,0.1917754835316113,0.7607142857142857,0.9357142857142857
0.4,0.19305123005594527,0.7535714285714286,0.9285714285714286
0.45,0.19646797733647484,0.7607142857142857,0.9142857142857143
0.5,0.20308058453457697,0.7071428571428572,0.9
