alpha,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
0.05,0.2991230958274433,0.6964285714285714,0.8642857142857143,0.9214285714285714
0.1,0.26895905094487327,0.7214285714285714,0.8785714285714286,0.9321428571428572
0.15000000000000002,0.24649630295378822,0.7464285714285714,0.8928571428571429,0.9321428571428572
0.2,0.2326801204255649,0.7571428571428571,0.9035714285714286,0.9464285714285714
0.25,0.22575344741344452,0.7642857142857142,0.8892857142857142,0.9392857142857143
0.30000000000000004,0.224826380610466,0.7571428571428571,0.8928571428571429,0.925
0.35000000000000003,0.2264663958123752,0.7714285714285715,0.8821428571428571,0.9321428571428572
0.4,0.23396938858287675,0.7107142857142857,0.8571428571428571,0.9107142857142857
0.45,0.23959906654698507,0.6928571428571428,0.825,0.9
0.5,0.2496344581246376,0.6892857142857143,0.8428571428571429,0.8892857142857142
