beta,cos_dist,top1_acc,top3_acc
0.0,0.2262273988553456,0.7607142857142857,0.9392857142857143
0.01,0.22838751418249947,0.7642857142857142,0.9464285714285714
0.02,0.23436560950108937,0.7607142857142857,0.9535714285714286
0.03,0.23855642176100186,0.7678571428571429,0.9535714285714286
0.04,0.24660575996552195,0.7714285714285715,0.9392857142857143
0.05,0.25360665321350095,0.7857142857142857,0.9357142857142857
0.06,0.26302025232996257,0.7714285714285715,0.9428571428571428
0.07,0.27010046211736544,0.7821428571428571,0.95
0.08,0.2799408238913332,0.7607142857142857,0.9571428571428572
0.09,0.2895629467708724,0.7607142857142857,0.9392857142857143
0.1,0.30138040110468867,0.7607142857142857,0.9428571428571428
