alpha,cos_dist,top1_acc,top3_acc
0.0,0.20016219509499414,0.7714285714285715,0.9142857142857143
0.05,0.31911764687725475,0.6392857142857142,0.8857142857142857
0.1,0.27666522658296994,0.7035714285714286,0.9142857142857143
0.15000000000000002,0.2418755566435201,0.7285714285714285,0.9178571428571428
0.2,0.21667045397417886,0.7607142857142857,0.9285714285714286
0.25,0.20110612213611603,0.7892857142857143,0.9321428571428572
0.30000000000000004,0.19371116012334824,0.775,0.925
0.35000000000000003,0.1923280356185777,0.75,0.9178571428571428
0.4,0.19488378507750376,0.7357142857142858,0.9035714285714286
0.45,0.1997897241796766,0.7214285714285714,0.9
0.5,0.2060069190604346,0.6892857142857143,0.875
