alpha,cos_dist,top1_acc,top3_acc
0.0,0.365951995658023,0.5892857142857143,0.8642857142857143
0.05,0.3191372239163944,0.6392857142857142,0.8857142857142857
0.1,0.27729052283934186,0.7035714285714286,0.9142857142857143
0.15000000000000002,0.2415614280317511,0.75,0.9321428571428572
0.2,0.21601121510778154,0.7821428571428571,0.9285714285714286
0.25,0.20119382994515556,0.7821428571428571,0.925
0.30000000000000004,0.19094935378858022,0.8035714285714286,0.9285714285714286
0.35000000000000003,0.18853838401181358,0.8,0.9357142857142857
0.4,0.19340458576168332,0.7392857142857143,0.9071428571428571
0.45,0.1985346740909985,0.725,0.9071428571428571
0.5,0.20638629389660698,0.7142857142857143,0.8857142857142857
