alpha,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
0.05,0.29924588852695055,0.6964285714285714,0.8642857142857143,0.9214285714285714
0.1,0.2689186989196709,0.7321428571428571,0.8714285714285714,0.9285714285714286
0.15000000000000002,0.2465652291263853,0.7392857142857143,0.8857142857142857,0.9321428571428572
0.2,0.23196607146944317,0.7428571428571429,0.9035714285714286,0.9464285714285714
0.25,0.22683986765997752,0.7357142857142858,0.8892857142857142,0.9357142857142857
0.30000000000000004,0.2232526589717184,0.7571428571428571,0.8928571428571429,0.9357142857142857
0.35000000000000003,0.22381818166800907,0.7428571428571429,0.8928571428571429,0.9357142857142857
0.4,0.23391864853245872,0.725,0.8464285714285714,0.9071428571428571
0.45,0.24074700102210045,0.6857142857142857,0.8178571428571428,0.9
0.5,0.24908264034560748,0.6607142857142857,0.8142857142857143,0.8892857142857142
