alpha,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
0.05,0.29925880900451113,0.6964285714285714,0.8642857142857143,0.9214285714285714
0.1,0.2688965605837958,0.7321428571428571,0.8714285714285714,0.9321428571428572
0.15000000000000002,0.24638073423079082,0.7392857142857143,0.875,0.9321428571428572
0.2,0.23200965481145042,0.7464285714285714,0.9035714285714286,0.9464285714285714
0.25,0.22529679430382593,0.7607142857142857,0.9,0.9464285714285714
0.30000000000000004,0.2209922901221684,0.7714285714285715,0.8821428571428571,0.9464285714285714
0.35000000000000003,0.22814730533531735,0.75,0.8678571428571429,0.9357142857142857
0.4,0.23399619492036955,0.7357142857142858,0.8714285714285714,0.9285714285714286
0.45,0.23698432232652392,0.7071428571428572,0.8321428571428572,0.8892857142857142
0.5,0.2459983354168279,0.6678571428571428,0.8357142857142857,0.9107142857142857
