beta,cos_dist,top1_acc,top3_acc
0.0,0.22604044867413384,0.7464285714285714,0.95
0.01,0.23017636345965523,0.75,0.9428571428571428
0.02,0.23553950967533246,0.75,0.9428571428571428
0.03,0.24213965705462864,0.7714285714285715,0.9428571428571428
0.04,0.2482480284358774,0.7714285714285715,0.9535714285714286
0.05,0.2521975907896246,0.7857142857142857,0.9357142857142857
0.06,0.2625643421496664,0.7571428571428571,0.9285714285714286
0.07,0.2738088824919292,0.7571428571428571,0.925
0.08,0.2805686330156667,0.7428571428571429,0.9642857142857143
0.09,0.29028768156255996,0.7357142857142858,0.9535714285714286
0.1,0.30083674735256605,0.7428571428571429,0.9428571428571428
