beta,cos_dist,top1_acc,top3_acc
0.0,0.2253132368837084,0.7642857142857142,0.9392857142857143
0.01,0.228904076559203,0.7607142857142857,0.9464285714285714
0.02,0.23467550256422587,0.7678571428571429,0.9392857142857143
0.03,0.23889612257480622,0.7607142857142857,0.9428571428571428
0.04,0.24820910564490728,0.7535714285714286,0.95
0.05,0.2549510040453502,0.7857142857142857,0.9464285714285714
0.06,0.2642422586679459,0.7642857142857142,0.9392857142857143
0.07,0.26900568732193536,0.7607142857142857,0.925
0.08,0.2806748919188976,0.7642857142857142,0.9535714285714286
0.09,0.28965793209416524,0.7642857142857142,0.9428571428571428
0.1,0.2997314106140818,0.7785714285714286,0.9428571428571428
