alpha,cos_dist,top1_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.9107142857142857
0.05,0.2991426378488541,0.7,0.9214285714285714
0.1,0.26883352026343343,0.7321428571428571,0.9285714285714286
0.15000000000000002,0.24706970495837074,0.7428571428571429,0.925
0.2,0.23183021949870244,0.7571428571428571,0.9464285714285714
0.25,0.22379274708884103,0.7714285714285715,0.95
0.30000000000000004,0.22332429055656705,0.7714285714285715,0.9464285714285714
0.35000000000000003,0.22134458890983036,0.7607142857142857,0.9535714285714286
0.4,0.2329906181565353,0.7464285714285714,0.9107142857142857
0.45,0.24062725113970893,0.7178571428571429,0.9178571428571428
0.5,0.2485393480530807,0.7035714285714286,0.8785714285714286
