alpha,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
0.05,0.2992471819477422,0.6964285714285714,0.8642857142857143,0.9214285714285714
0.1,0.26863368419664246,0.7321428571428571,0.875,0.925
0.15000000000000002,0.24719776319605963,0.7428571428571429,0.8785714285714286,0.9285714285714286
0.2,0.23290858758347374,0.7571428571428571,0.8821428571428571,0.9357142857142857
0.25,0.2260966528739248,0.7678571428571429,0.8892857142857142,0.95
0.30000000000000004,0.2263333043881825,0.7571428571428571,0.8821428571428571,0.925
0.35000000000000003,0.2277968385389873,0.75,0.8607142857142858,0.9142857142857143
0.4,0.2279122056705611,0.7535714285714286,0.8678571428571429,0.9178571428571428
0.45,0.24168449267745018,0.6857142857142857,0.8464285714285714,0.9071428571428571
0.5,0.24514368900230954,0.6928571428571428,0.825,0.9
