alpha,cos_dist,top1_acc,top3_acc
0.0,0.19841765186616353,0.7857142857142857,0.925
0.05,0.31911337939756257,0.6357142857142857,0.8857142857142857
0.1,0.2765072511775153,0.7035714285714286,0.9178571428571428
0.15000000000000002,0.24140126471008574,0.75,0.9321428571428572
0.2,0.21704161614179612,0.7714285714285715,0.9214285714285714
0.25,0.200201701266425,0.7821428571428571,0.9285714285714286
0.30000000000000004,0.19296803112540925,0.8,0.925
0.35000000000000003,0.1920833753687995,0.7464285714285714,0.9
0.4,0.19599821610110146,0.7321428571428571,0.9035714285714286
0.45,0.1967231354543141,0.7,0.9035714285714286
0.5,0.1995428468499865,0.7107142857142857,0.9035714285714286
