alpha,cos_dist,top1_acc,top3_acc
0.0,0.365951995658023,0.5892857142857143,0.8642857142857143
0.05,0.31902695085321153,0.6392857142857142,0.8857142857142857
0.1,0.27621716633439064,0.7,0.9142857142857143
0.15000000000000002,0.24141763171979358,0.7464285714285714,0.925
0.2,0.21730363368988037,0.7714285714285715,0.9392857142857143
0.25,0.20231140149491175,0.775,0.9392857142857143
0.30000000000000004,0.19569810267005647,0.7785714285714286,0.9178571428571428
0.35000000000000003,0.19233385154179164,0.7678571428571429,0.925
0.4,0.1957654561315264,0.75,0.9142857142857143
0.45,0.19312045531613486,0.7178571428571429,0.9035714285714286
0.5,0.20642978996038436,0.675,0.9071428571428571
