alpha,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
0.05,0.2992426118680409,0.7,0.8642857142857143,0.9214285714285714
0.1,0.26880783225808824,0.7285714285714285,0.875,0.9285714285714286
0.15000000000000002,0.24709171972104482,0.7357142857142858,0.8892857142857142,0.9357142857142857
0.2,0.2327895666871752,0.7285714285714285,0.8821428571428571,0.9464285714285714
0.25,0.22478005758353642,0.7642857142857142,0.8964285714285715,0.9464285714285714
0.30000000000000004,0.22387065312692098,0.7392857142857143,0.8678571428571429,0.9392857142857143
0.35000000000000003,0.22751833030155727,0.7285714285714285,0.8821428571428571,0.9321428571428572
0.4,0.23097830723438945,0.7035714285714286,0.8678571428571429,0.9142857142857143
0.45,0.2372595693383898,0.7178571428571429,0.8321428571428572,0.8928571428571429
0.5,0.2413699931332043,0.7,0.8357142857142857,0.9321428571428572
