context,cos_dist,top1_acc,top2_acc,top3_acc
1,0.2056084217769759,0.7357142857142858,0.8642857142857143,0.9285714285714286
2,0.23005100903766496,0.7535714285714286,0.9214285714285714,0.9607142857142857
3,0.2330175587109157,0.7464285714285714,0.8892857142857142,0.9428571428571428
4,0.23133997959750038,0.7607142857142857,0.875,0.9321428571428572
5,0.22835730165243148,0.75,0.8928571428571429,0.9357142857142857
6,0.22270953101771218,0.7642857142857142,0.9,0.9392857142857143
7,0.2220414670450347,0.7607142857142857,0.8928571428571429,0.9321428571428572
8,0.21593672058412006,0.7821428571428571,0.8964285714285715,0.9392857142857143
9,0.21359121778181622,0.7464285714285714,0.8821428571428571,0.925
10,0.2122063506926809,0.7464285714285714,0.8821428571428571,0.9357142857142857
