alpha,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
0.05,0.2990951772247042,0.6964285714285714,0.8642857142857143,0.9214285714285714
0.1,0.26889458160315244,0.7285714285714285,0.875,0.9285714285714286
0.15000000000000002,0.24630062792982374,0.7464285714285714,0.8821428571428571,0.9285714285714286
0.2,0.2320919332759721,0.7607142857142857,0.8892857142857142,0.9392857142857143
0.25,0.22476436836378916,0.7821428571428571,0.8964285714285715,0.95
0.30000000000000004,0.22379949390888215,0.7642857142857142,0.8857142857142857,0.9357142857142857
0.35000000000000003,0.2286371194890567,0.7321428571428571,0.8678571428571429,0.925
0.4,0.23410379673753465,0.7142857142857143,0.8714285714285714,0.9107142857142857
0.45,0.23494502103754453,0.7428571428571429,0.875,0.9142857142857143
0.5,0.2444287993013859,0.6714285714285714,0.8428571428571429,0.9142857142857143
