context,cos_dist,top1_acc,top3_acc
1,0.20464044042996,0.7678571428571429,0.9285714285714286
2,0.2320208935865334,0.7607142857142857,0.9571428571428572
3,0.23324444996459143,0.7464285714285714,0.9464285714285714
4,0.23297546676227024,0.7607142857142857,0.9392857142857143
5,0.22939051389694215,0.7428571428571429,0.9214285714285714
6,0.22317447045019695,0.7571428571428571,0.9321428571428572
7,0.22020450873034342,0.7642857142857142,0.9285714285714286
8,0.21760233300072807,0.7821428571428571,0.9357142857142857
9,0.21382417508534024,0.7607142857142857,0.9321428571428572
10,0.2129740223288536,0.7428571428571429,0.9357142857142857
