alpha,cos_dist,top1_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.9107142857142857
0.05,0.29918250452194894,0.6964285714285714,0.9214285714285714
0.1,0.2686472127480166,0.7321428571428571,0.9285714285714286
0.15000000000000002,0.24705346588577543,0.7464285714285714,0.9285714285714286
0.2,0.2316941459264074,0.75,0.9535714285714286
0.25,0.2260010987520218,0.7535714285714286,0.9357142857142857
0.30000000000000004,0.22467971018382482,0.7571428571428571,0.9392857142857143
0.35000000000000003,0.2271693108337266,0.7571428571428571,0.9178571428571428
0.4,0.22840847319790294,0.7464285714285714,0.9392857142857143
0.45,0.24124763384461403,0.7107142857142857,0.9035714285714286
0.5,0.25226785987615585,0.6678571428571428,0.8892857142857142
