beta,cos_dist,top1_acc,top3_acc
0.0,0.22532723460878645,0.7571428571428571,0.9392857142857143
0.01,0.22903839924505778,0.7535714285714286,0.9535714285714286
0.02,0.23538948073983193,0.7785714285714286,0.9428571428571428
0.03,0.23940718940326144,0.7642857142857142,0.9464285714285714
0.04,0.2448679568512099,0.7785714285714286,0.9464285714285714
0.05,0.254297907437597,0.7464285714285714,0.9214285714285714
0.06,0.2615549411092486,0.7821428571428571,0.9535714285714286
0.07,0.26987113782337735,0.7535714285714286,0.95
0.08,0.2829203080918108,0.6964285714285714,0.9214285714285714
0.09,0.2906305859131472,0.7785714285714286,0.9678571428571429
0.1,0.3023918139083045,0.7392857142857143,0.9357142857142857
