context,cos_dist,top1_acc,top2_acc,top3_acc
1,0.20647194609045982,0.7535714285714286,0.8678571428571429,0.9357142857142857
2,0.23243093096784184,0.7571428571428571,0.9142857142857143,0.9607142857142857
3,0.23233904859849386,0.75,0.9,0.9428571428571428
4,0.23137732765504293,0.7642857142857142,0.8892857142857142,0.9392857142857143
5,0.22885750681161882,0.7464285714285714,0.8785714285714286,0.9357142857142857
6,0.22445206301552909,0.7642857142857142,0.8964285714285715,0.9285714285714286
7,0.22020803796393532,0.7607142857142857,0.8821428571428571,0.9285714285714286
8,0.21615825487034662,0.7785714285714286,0.8857142857142857,0.9321428571428572
9,0.21439488657883235,0.7821428571428571,0.8928571428571429,0.925
10,0.2125374408704894,0.7535714285714286,0.8857142857142857,0.9428571428571428
