context,cos_dist,top1_acc,top2_acc,top3_acc
1,0.20668542555400304,0.7428571428571429,0.8642857142857143,0.9285714285714286
2,0.23065848531467573,0.7464285714285714,0.9035714285714286,0.9571428571428572
3,0.23076366462877818,0.7464285714285714,0.8964285714285715,0.9535714285714286
4,0.23175476768187114,0.75,0.8714285714285714,0.9357142857142857
5,0.227959828717368,0.7571428571428571,0.8928571428571429,0.9285714285714286
6,0.2243915828210967,0.7392857142857143,0.9,0.9285714285714286
7,0.22039075919560025,0.7642857142857142,0.8892857142857142,0.9285714285714286
8,0.21694256663322448,0.7678571428571429,0.8928571428571429,0.9428571428571428
9,0.21450041255780627,0.7428571428571429,0.8892857142857142,0.9321428571428572
10,0.21261347489697593,0.7464285714285714,0.8857142857142857,0.9428571428571428
