context,cos_dist,top1_acc,top2_acc,top3_acc
1,0.20592789798974992,0.75,0.8571428571428571,0.9357142857142857
2,0.23040261077029364,0.7678571428571429,0.9285714285714286,0.9571428571428572
3,0.2332705467939377,0.7464285714285714,0.9035714285714286,0.95
4,0.23177386224269866,0.7571428571428571,0.8821428571428571,0.9392857142857143
5,0.22755502866847174,0.7392857142857143,0.8928571428571429,0.9357142857142857
6,0.22434988490172794,0.7285714285714285,0.8857142857142857,0.9285714285714286
7,0.2203434218253408,0.7571428571428571,0.9,0.9285714285714286
8,0.21603493435042245,0.7821428571428571,0.8892857142857142,0.9321428571428572
9,0.21327119831527983,0.7535714285714286,0.8821428571428571,0.9285714285714286
10,0.21264202828918186,0.7321428571428571,0.8857142857142857,0.9357142857142857
