beta,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.22565225447927204,0.7535714285714286,0.8857142857142857,0.9357142857142857
0.01,0.23088296183518,0.7607142857142857,0.8892857142857142,0.9392857142857143
0.02,0.2344838348882539,0.7785714285714286,0.9107142857142857,0.9428571428571428
0.03,0.24100654742547445,0.7392857142857143,0.8892857142857142,0.9392857142857143
0.04,0.2459360621869564,0.75,0.8928571428571429,0.9535714285714286
0.05,0.25446837970188685,0.7607142857142857,0.9,0.9464285714285714
0.06,0.2617649767015662,0.8035714285714286,0.9178571428571428,0.9607142857142857
0.07,0.2714930171413081,0.775,0.9035714285714286,0.9428571428571428
0.08,0.2832693303269999,0.7464285714285714,0.8607142857142858,0.9178571428571428
0.09,0.2880332268774509,0.7928571428571428,0.9142857142857143,0.9535714285714286
0.1,0.3006534563643592,0.7357142857142858,0.8785714285714286,0.9214285714285714
