alpha,cos_dist,top1_acc,top3_acc
0.0,0.19637829533645085,0.7821428571428571,0.9178571428571428
0.05,0.31907028928399084,0.6392857142857142,0.8857142857142857
0.1,0.27644402352826936,0.7035714285714286,0.9178571428571428
0.15000000000000002,0.24166981822678021,0.75,0.925
0.2,0.2167501675231116,0.7821428571428571,0.9357142857142857
0.25,0.20040811172553472,0.7821428571428571,0.9357142857142857
0.30000000000000004,0.1929697164467403,0.7642857142857142,0.925
0.35000000000000003,0.19370736458471843,0.7607142857142857,0.9142857142857143
0.4,0.19032211431435175,0.8035714285714286,0.9107142857142857
0.45,0.19681931563786098,0.7464285714285714,0.9071428571428571
0.5,0.19944153151341848,0.7535714285714286,0.9142857142857143
