alpha,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
0.05,0.2991245098412037,0.7,0.8642857142857143,0.9214285714285714
0.1,0.2687564143112728,0.7214285714285714,0.875,0.9285714285714286
0.15000000000000002,0.24651870855263303,0.7285714285714285,0.8785714285714286,0.9285714285714286
0.2,0.23117627991097314,0.7607142857142857,0.8964285714285715,0.9464285714285714
0.25,0.22462375068238805,0.7535714285714286,0.9035714285714286,0.95
0.30000000000000004,0.22048921223197665,0.7571428571428571,0.9107142857142857,0.9464285714285714
0.35000000000000003,0.22792503237724304,0.7392857142857143,0.8928571428571429,0.9392857142857143
0.4,0.2353206408875329,0.7214285714285714,0.8678571428571429,0.9285714285714286
0.45,0.23804866820573806,0.7392857142857143,0.8571428571428571,0.9071428571428571
0.5,0.2428962680910315,0.6964285714285714,0.8571428571428571,0.9071428571428571
