beta,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.22550020005021776,0.7678571428571429,0.9071428571428571,0.9535714285714286
0.01,0.22995373010635375,0.7535714285714286,0.8892857142857142,0.95
0.02,0.23478613857712063,0.7678571428571429,0.8964285714285715,0.95
0.03,0.24095242555652346,0.775,0.9,0.9392857142857143
0.04,0.24845262414642744,0.75,0.8714285714285714,0.95
0.05,0.255759435147047,0.775,0.9,0.9428571428571428
0.06,0.26480448831404957,0.7464285714285714,0.8857142857142857,0.9357142857142857
0.07,0.26855513442839896,0.7571428571428571,0.9,0.9571428571428572
0.08,0.28112452615584643,0.7678571428571429,0.8964285714285715,0.9392857142857143
0.09,0.29279531857797075,0.7607142857142857,0.8678571428571429,0.9214285714285714
0.1,0.3015256478318146,0.7821428571428571,0.9071428571428571,0.95
