beta,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.22306563747780664,0.7571428571428571,0.8964285714285715,0.9535714285714286
0.01,0.23040768312556403,0.7535714285714286,0.8821428571428571,0.9428571428571428
0.02,0.2329240226319858,0.75,0.8928571428571429,0.9428571428571428
0.03,0.2398072694029127,0.7714285714285715,0.9,0.9535714285714286
0.04,0.24830988198518752,0.7642857142857142,0.9142857142857143,0.9285714285714286
0.05,0.25331335184829573,0.7964285714285714,0.8964285714285715,0.9464285714285714
0.06,0.2626964222107615,0.7571428571428571,0.8678571428571429,0.9428571428571428
0.07,0.2724986143410206,0.7642857142857142,0.8928571428571429,0.9428571428571428
0.08,0.28181310040610175,0.7714285714285715,0.8714285714285714,0.9321428571428572
0.09,0.28865295499563215,0.7535714285714286,0.9107142857142857,0.95
0.1,0.301982993632555,0.7392857142857143,0.8571428571428571,0.9321428571428572
