alpha,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
0.05,0.29920562867607386,0.6964285714285714,0.8642857142857143,0.9214285714285714
0.1,0.2685572267643043,0.7285714285714285,0.875,0.925
0.15000000000000002,0.24623362443276814,0.7428571428571429,0.8857142857142857,0.9285714285714286
0.2,0.23275976244892393,0.7571428571428571,0.8892857142857142,0.9464285714285714
0.25,0.22617927151066916,0.7642857142857142,0.8928571428571429,0.9464285714285714
0.30000000000000004,0.22370519169739314,0.7285714285714285,0.8892857142857142,0.9357142857142857
0.35000000000000003,0.22711288322295461,0.7321428571428571,0.8714285714285714,0.9178571428571428
0.4,0.23611245368208203,0.725,0.8571428571428571,0.9178571428571428
0.45,0.24048128638948713,0.7,0.8464285714285714,0.9071428571428571
0.5,0.2506569590951715,0.6785714285714286,0.8285714285714286,0.8964285714285715
