alpha,cos_dist,top1_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.9107142857142857
0.05,0.2991499191948346,0.6964285714285714,0.9214285714285714
0.1,0.2689114148063319,0.7285714285714285,0.9285714285714286
0.15000000000000002,0.24592443789754595,0.7428571428571429,0.925
0.2,0.23222077446324485,0.75,0.9428571428571428
0.25,0.22274301052093506,0.7571428571428571,0.9571428571428572
0.30000000000000004,0.2238210733447756,0.75,0.9321428571428572
0.35000000000000003,0.22740519078714508,0.7357142857142858,0.925
0.4,0.2288186062659536,0.7464285714285714,0.9321428571428572
0.45,0.24146707536918777,0.7,0.9107142857142857
0.5,0.246699089131185,0.6714285714285714,0.9071428571428571
