alpha,cos_dist,top1_acc,top3_acc
0.0,0.365951995658023,0.5892857142857143,0.8642857142857143
0.05,0.31907664175544465,0.6392857142857142,0.8857142857142857
0.1,0.2766066067985126,0.7107142857142857,0.9142857142857143
0.15000000000000002,0.24100528082677297,0.7357142857142858,0.9214285714285714
0.2,0.21647904281105315,0.775,0.9357142857142857
0.25,0.20152607858181,0.7892857142857143,0.9321428571428572
0.30000000000000004,0.19565133239541735,0.7821428571428571,0.9178571428571428
0.35000000000000003,0.19133940509387426,0.7857142857142857,0.9142857142857143
0.4,0.19011684890304292,0.775,0.9107142857142857
0.45,0.19808106677872794,0.7321428571428571,0.9071428571428571
0.5,0.20100028536149434,0.7142857142857143,0.8785714285714286
