beta,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.22542365597827094,0.7535714285714286,0.9,0.9571428571428572
0.01,0.229397129373891,0.7642857142857142,0.8892857142857142,0.9321428571428572
0.02,0.23288773958172118,0.7857142857142857,0.9035714285714286,0.9464285714285714
0.03,0.2414288335612842,0.7857142857142857,0.8892857142857142,0.9321428571428572
0.04,0.24820780413491386,0.7571428571428571,0.8857142857142857,0.9321428571428572
0.05,0.2567494342369693,0.7392857142857143,0.8964285714285715,0.9428571428571428
0.06,0.2628790604216712,0.7464285714285714,0.8785714285714286,0.9392857142857143
0.07,0.27098179991756166,0.7714285714285715,0.8821428571428571,0.9285714285714286
0.08,0.28180525707347054,0.7785714285714286,0.9071428571428571,0.9464285714285714
0.09,0.29005177947027344,0.775,0.9035714285714286,0.9535714285714286
0.1,0.3038299907531057,0.7357142857142858,0.8714285714285714,0.9392857142857143
