beta,cos_dist,top1_acc,top3_acc
0.0,0.22394135147333144,0.7428571428571429,0.95
0.01,0.22923931266580308,0.7642857142857142,0.95
0.02,0.2357979633978435,0.7642857142857142,0.9357142857142857
0.03,0.24000936629516736,0.7678571428571429,0.9357142857142857
0.04,0.2464759886264801,0.7571428571428571,0.9464285714285714
0.05,0.25379531138709616,0.7571428571428571,0.95
0.06,0.2631948170917375,0.7535714285714286,0.9357142857142857
0.07,0.27116150142891066,0.7678571428571429,0.9357142857142857
0.08,0.2822880140372685,0.7821428571428571,0.9285714285714286
0.09,0.2908617095223495,0.7571428571428571,0.9321428571428572
0.1,0.30393931514450484,0.7214285714285714,0.9357142857142857
