epoch,cos_dist,top1_acc,top2_acc,top3_acc
0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
1,0.28416820583598956,0.7642857142857142,0.8821428571428571,0.9392857142857143
2,0.26734318062663076,0.8035714285714286,0.9071428571428571,0.9428571428571428
3,0.26917546508567675,0.7857142857142857,0.9107142857142857,0.9464285714285714
4,0.2742142353739057,0.7678571428571429,0.9035714285714286,0.9392857142857143
5,0.2799795357244355,0.7892857142857143,0.9071428571428571,0.9392857142857143
