context,cos_dist,top1_acc,top3_acc
1,0.20644063534481186,0.7321428571428571,0.9285714285714286
2,0.2303677837763514,0.7571428571428571,0.9535714285714286
3,0.2332021611077445,0.7464285714285714,0.9392857142857143
4,0.23049124756029674,0.7607142857142857,0.9357142857142857
5,0.22832013964653014,0.75,0.9392857142857143
6,0.2226904949971608,0.7607142857142857,0.9428571428571428
7,0.2180918369974409,0.7678571428571429,0.9428571428571428
8,0.21618116859878814,0.775,0.9285714285714286
9,0.21320297590323856,0.7571428571428571,0.9321428571428572
10,0.2127439137016024,0.7535714285714286,0.9321428571428572
