beta,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.22443084312336786,0.7678571428571429,0.8785714285714286,0.9321428571428572
0.01,0.2295354332242693,0.7714285714285715,0.8928571428571429,0.9464285714285714
0.02,0.23499938526323863,0.7571428571428571,0.9142857142857143,0.9535714285714286
0.03,0.24090537237269538,0.7428571428571429,0.8964285714285715,0.9392857142857143
0.04,0.24794302774327143,0.775,0.8928571428571429,0.95
0.05,0.2550500355660915,0.7714285714285715,0.8857142857142857,0.9392857142857143
0.06,0.26255001159650937,0.7571428571428571,0.8821428571428571,0.9214285714285714
0.07,0.27124424991863116,0.7678571428571429,0.9,0.9321428571428572
0.08,0.2831478189144816,0.7607142857142857,0.8964285714285715,0.9428571428571428
0.09,0.29052301975233213,0.7642857142857142,0.8821428571428571,0.9357142857142857
0.1,0.30092698335647583,0.7857142857142857,0.8928571428571429,0.9285714285714286
