beta,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.22313549965620041,0.7571428571428571,0.9071428571428571,0.9357142857142857
0.01,0.22915818520954678,0.7714285714285715,0.8892857142857142,0.9428571428571428
0.02,0.2346769569175584,0.7678571428571429,0.9035714285714286,0.9428571428571428
0.03,0.24126114887850625,0.7607142857142857,0.8964285714285715,0.9357142857142857
0.04,0.24681828171014786,0.775,0.9142857142857143,0.9464285714285714
0.05,0.25381765493324826,0.7607142857142857,0.8821428571428571,0.95
0.06,0.26133897730282374,0.75,0.8892857142857142,0.9428571428571428
0.07,0.2697730787098408,0.7857142857142857,0.9035714285714286,0.9464285714285714
0.08,0.281011121400765,0.7714285714285715,0.8892857142857142,0.9321428571428572
0.09,0.2928418789591108,0.775,0.8928571428571429,0.9285714285714286
0.1,0.3039597561316831,0.7464285714285714,0.875,0.9178571428571428
