alpha,cos_dist,top1_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.9107142857142857
0.05,0.29918268503887313,0.6964285714285714,0.9214285714285714
0.1,0.26901325125779424,0.7285714285714285,0.9321428571428572
0.15000000000000002,0.24616466420037406,0.7464285714285714,0.9285714285714286
0.2,0.2318859338760376,0.7678571428571429,0.9535714285714286
0.25,0.2261567194546972,0.7642857142857142,0.9464285714285714
0.30000000000000004,0.22523087497268404,0.7785714285714286,0.9428571428571428
0.35000000000000003,0.23061938285827638,0.7321428571428571,0.9107142857142857
0.4,0.23037178282226836,0.7321428571428571,0.925
0.45,0.23867121285625867,0.7178571428571429,0.9214285714285714
0.5,0.24653923894677843,0.7,0.8857142857142857
