context,cos_dist,top1_acc,top3_acc
1,0.20574707793337957,0.7535714285714286,0.9321428571428572
2,0.23054802609341485,0.7642857142857142,0.9571428571428572
3,0.23311732028211865,0.7571428571428571,0.9428571428571428
4,0.23107587482248035,0.7535714285714286,0.9392857142857143
5,0.22932964222771782,0.7428571428571429,0.9357142857142857
6,0.22336415818759373,0.7714285714285715,0.9428571428571428
7,0.22021807304450444,0.7607142857142857,0.9285714285714286
8,0.2165462451321738,0.7678571428571429,0.925
9,0.21427302892718997,0.7535714285714286,0.9357142857142857
10,0.21210691737277168,0.7464285714285714,0.9392857142857143
