alpha,cos_dist,top1_acc,top3_acc
0.0,0.1981127666575568,0.7785714285714286,0.9178571428571428
0.05,0.31908064995493207,0.6392857142857142,0.8857142857142857
0.1,0.27651792328272545,0.7071428571428572,0.9142857142857143
0.15000000000000002,0.24176573348896843,0.7357142857142858,0.925
0.2,0.21515887613807405,0.7785714285714286,0.9321428571428572
0.25,0.1995143092104367,0.7892857142857143,0.9357142857142857
0.30000000000000004,0.195554290499006,0.7642857142857142,0.9142857142857143
0.35000000000000003,0.18987174928188325,0.7642857142857142,0.9285714285714286
0.4,0.195147548190185,0.7535714285714286,0.9142857142857143
0.45,0.19415212465184076,0.7678571428571429,0.9214285714285714
0.5,0.20142051279544831,0.7214285714285714,0.8928571428571429
