beta,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.22324516411338532,0.7678571428571429,0.9178571428571428,0.9571428571428572
0.01,0.22900278866291046,0.7571428571428571,0.9,0.9464285714285714
0.02,0.23363278082438876,0.7607142857142857,0.9035714285714286,0.9535714285714286
0.03,0.2423586248287133,0.7428571428571429,0.8928571428571429,0.9428571428571428
0.04,0.24750946100269045,0.7642857142857142,0.8964285714285715,0.95
0.05,0.25321679870997155,0.7785714285714286,0.9035714285714286,0.9642857142857143
0.06,0.26144540224756513,0.7714285714285715,0.9,0.9464285714285714
0.07,0.27011296866195544,0.7821428571428571,0.9178571428571428,0.9571428571428572
0.08,0.28217819790755,0.7428571428571429,0.8642857142857143,0.9214285714285714
0.09,0.2914109682398183,0.7285714285714285,0.8678571428571429,0.9285714285714286
0.1,0.3025423486317907,0.7464285714285714,0.9214285714285714,0.9321428571428572
