context,cos_dist,top1_acc,top2_acc,top3_acc
1,0.20604040494986942,0.7392857142857143,0.875,0.9321428571428572
2,0.23064259844166893,0.7642857142857142,0.9214285714285714,0.9571428571428572
3,0.23233423829078675,0.7464285714285714,0.8928571428571429,0.9464285714285714
4,0.2323474530662809,0.7535714285714286,0.8714285714285714,0.9392857142857143
5,0.22898586073092053,0.7571428571428571,0.8964285714285715,0.9321428571428572
6,0.22304164660828454,0.7535714285714286,0.8892857142857142,0.925
7,0.2192631734269006,0.7571428571428571,0.9035714285714286,0.9428571428571428
8,0.21548739011798587,0.7821428571428571,0.8892857142857142,0.9392857142857143
9,0.2141594403556415,0.7607142857142857,0.8857142857142857,0.9428571428571428
10,0.21177018923418864,0.7428571428571429,0.8892857142857142,0.9285714285714286
