alpha,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
0.05,0.29923790682639395,0.7,0.8642857142857143,0.9214285714285714
0.1,0.26878294934119495,0.7285714285714285,0.875,0.9321428571428572
0.15000000000000002,0.2466419809630939,0.7357142857142858,0.8892857142857142,0.9285714285714286
0.2,0.2318059063383511,0.7464285714285714,0.8928571428571429,0.9535714285714286
0.25,0.22478570214339666,0.7535714285714286,0.8892857142857142,0.9321428571428572
0.30000000000000004,0.22702952112470354,0.7607142857142857,0.8714285714285714,0.9214285714285714
0.35000000000000003,0.22638106601578847,0.7678571428571429,0.8785714285714286,0.9357142857142857
0.4,0.22710027173161507,0.7714285714285715,0.8678571428571429,0.925
0.45,0.24047873105321613,0.7035714285714286,0.8571428571428571,0.9
0.5,0.2522931183023112,0.6785714285714286,0.8071428571428572,0.8785714285714286
