beta,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.22456708763326919,0.7821428571428571,0.9071428571428571,0.95
0.01,0.22993047088384627,0.7857142857142857,0.9107142857142857,0.9428571428571428
0.02,0.23224547590528216,0.775,0.9214285714285714,0.9642857142857143
0.03,0.24064999137605939,0.7607142857142857,0.9,0.9464285714285714
0.04,0.24529968723654746,0.7785714285714286,0.9107142857142857,0.9535714285714286
0.05,0.2541142782994679,0.7392857142857143,0.8714285714285714,0.9464285714285714
0.06,0.2622437882636275,0.7678571428571429,0.8928571428571429,0.9357142857142857
0.07,0.2695622371775763,0.7357142857142858,0.9214285714285714,0.9607142857142857
0.08,0.28232163403715405,0.775,0.875,0.9357142857142857
0.09,0.29204019265515463,0.75,0.8892857142857142,0.9214285714285714
0.1,0.298430267402104,0.7857142857142857,0.9107142857142857,0.9642857142857143
