alpha,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
0.05,0.29922486298850604,0.6964285714285714,0.8642857142857143,0.9214285714285714
0.1,0.2689206413924694,0.7214285714285714,0.8785714285714286,0.9285714285714286
0.15000000000000002,0.24635009467601776,0.75,0.8892857142857142,0.9285714285714286
0.2,0.23308203348091672,0.75,0.8928571428571429,0.9464285714285714
0.25,0.2271862268447876,0.7571428571428571,0.8928571428571429,0.9464285714285714
0.30000000000000004,0.22367844400661333,0.7571428571428571,0.8821428571428571,0.9428571428571428
0.35000000000000003,0.2257598327738898,0.7607142857142857,0.8821428571428571,0.9321428571428572
0.4,0.23963357210159303,0.7035714285714286,0.8392857142857143,0.9071428571428571
0.45,0.2423543418092387,0.7107142857142857,0.8392857142857143,0.8964285714285715
0.5,0.24098118277532712,0.6857142857142857,0.8214285714285714,0.9035714285714286
