context,cos_dist,top1_acc,top2_acc,top3_acc
1,0.20629984470350402,0.7535714285714286,0.8714285714285714,0.9321428571428572
2,0.2300481450344835,0.7464285714285714,0.9142857142857143,0.9535714285714286
3,0.2327335740838732,0.7464285714285714,0.8928571428571429,0.95
4,0.23031539001635143,0.7678571428571429,0.8928571428571429,0.9357142857142857
5,0.22910601645708084,0.7571428571428571,0.8892857142857142,0.9321428571428572
6,0.2233496225305966,0.7428571428571429,0.8892857142857142,0.925
7,0.22152702808380126,0.7607142857142857,0.8928571428571429,0.9357142857142857
8,0.2164937843169485,0.7607142857142857,0.9,0.9357142857142857
9,0.214250753394195,0.7571428571428571,0.8821428571428571,0.925
10,0.21253545646156582,0.7392857142857143,0.8857142857142857,0.925
