context,cos_dist,top1_acc,top3_acc
1,0.20646794459649495,0.75,0.9321428571428572
2,0.23078094805989946,0.75,0.9571428571428572
3,0.23277883487088338,0.7321428571428571,0.95
4,0.23139055286134994,0.7535714285714286,0.9357142857142857
5,0.22774142324924468,0.7464285714285714,0.925
6,0.22462812662124634,0.7428571428571429,0.9214285714285714
7,0.2197987071105412,0.7642857142857142,0.9357142857142857
8,0.21587015837430953,0.7821428571428571,0.9321428571428572
9,0.21457856276205609,0.7357142857142858,0.9285714285714286
10,0.21246616819075176,0.7464285714285714,0.9392857142857143
