context,cos_dist,top1_acc,top3_acc
1,0.20607465143714632,0.7428571428571429,0.9214285714285714
2,0.23134168311953546,0.7535714285714286,0.95
3,0.23209804126194544,0.7464285714285714,0.9428571428571428
4,0.23055492341518402,0.75,0.9464285714285714
5,0.2290004760026932,0.7464285714285714,0.9214285714285714
6,0.22349291230951038,0.75,0.9285714285714286
7,0.21939979153020042,0.7714285714285715,0.9321428571428572
8,0.21683512117181505,0.7714285714285715,0.9321428571428572
9,0.21315250928912843,0.7571428571428571,0.9285714285714286
10,0.21335097551345825,0.7464285714285714,0.9357142857142857
