alpha,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
0.05,0.29924894518085887,0.6964285714285714,0.8642857142857143,0.9214285714285714
0.1,0.26907618003232137,0.7285714285714285,0.8785714285714286,0.9321428571428572
0.15000000000000002,0.24658261558839253,0.7464285714285714,0.8892857142857142,0.9321428571428572
0.2,0.23229257379259383,0.7428571428571429,0.8857142857142857,0.9428571428571428
0.25,0.2255425099815641,0.75,0.8964285714285715,0.9464285714285714
0.30000000000000004,0.22485014987843377,0.7535714285714286,0.8857142857142857,0.9321428571428572
0.35000000000000003,0.22541568747588567,0.7357142857142858,0.8607142857142858,0.9214285714285714
0.4,0.23172158311520305,0.7285714285714285,0.8821428571428571,0.9214285714285714
0.45,0.23496107874172076,0.7071428571428572,0.85,0.9214285714285714
0.5,0.25014279293162484,0.6964285714285714,0.8178571428571428,0.8892857142857142
