context,cos_dist,top1_acc,top2_acc,top3_acc
1,0.2064224313412394,0.7678571428571429,0.8607142857142858,0.9321428571428572
2,0.23063095712235995,0.7785714285714286,0.9178571428571428,0.9571428571428572
3,0.23276816116912025,0.7642857142857142,0.8964285714285715,0.9428571428571428
4,0.23161724316222326,0.7642857142857142,0.8714285714285714,0.9392857142857143
5,0.22840685333524433,0.7607142857142857,0.8964285714285715,0.9357142857142857
6,0.22409505205495017,0.7428571428571429,0.8785714285714286,0.9214285714285714
7,0.22064535617828368,0.7571428571428571,0.8964285714285715,0.9392857142857143
8,0.21590005372251783,0.775,0.8892857142857142,0.925
9,0.21302460793937955,0.7571428571428571,0.8821428571428571,0.9392857142857143
10,0.2121538043022156,0.7428571428571429,0.8892857142857142,0.9428571428571428
