beta,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.2259089606148856,0.775,0.9071428571428571,0.9392857142857143
0.01,0.22888719184058054,0.7642857142857142,0.8821428571428571,0.9357142857142857
0.02,0.23392295677747046,0.7785714285714286,0.9035714285714286,0.9571428571428572
0.03,0.24092603581292288,0.7678571428571429,0.9,0.95
0.04,0.24769042325871332,0.7571428571428571,0.8892857142857142,0.9321428571428572
0.05,0.25298569234354157,0.7714285714285715,0.9107142857142857,0.95
0.06,0.26565357074141505,0.7535714285714286,0.8678571428571429,0.9428571428571428
0.07,0.2714871674776077,0.775,0.8607142857142858,0.9392857142857143
0.08,0.2796976427946772,0.7857142857142857,0.8892857142857142,0.9392857142857143
0.09,0.293660898825952,0.7321428571428571,0.8821428571428571,0.9107142857142857
0.1,0.30218143984675405,0.7714285714285715,0.8928571428571429,0.9678571428571429
