epoch,cos_dist,top1_acc,top5_acc
1,0.23071362177530924,0.5083333333333333,0.875
2,0.1423007314403852,0.675,0.9416666666666668
3,0.12204117427269615,0.7083333333333334,0.9583333333333334
4,0.11915652751922608,0.7166666666666667,0.9583333333333334
5,0.11947832306226094,0.7166666666666667,0.9583333333333334
6,0.11967801451683045,0.725,0.95
7,0.119386824965477,0.7083333333333334,0.95
8,0.1200643628835678,0.7,0.9583333333333334
9,0.1197160616517067,0.7083333333333334,0.9583333333333334
10,0.1199051802357038,0.7083333333333334,0.95
11,0.11980002423127492,0.6916666666666667,0.9416666666666668
12,0.11974279284477235,0.6916666666666667,0.9583333333333334
13,0.120192389190197,0.7166666666666667,0.9583333333333334
14,0.11954205135504405,0.725,0.9583333333333334
15,0.11897526532411574,0.7333333333333333,0.9583333333333334
16,0.11903070956468582,0.7166666666666667,0.9583333333333334
17,0.1191006769736608,0.6916666666666667,0.95
18,0.11985302170117695,0.6916666666666667,0.95
19,0.11971110552549362,0.7,0.9583333333333334
20,0.11890144099791845,0.7166666666666667,0.9583333333333334
21,0.11948477029800415,0.6916666666666667,0.95
22,0.11945545772711436,0.7083333333333334,0.9416666666666668
23,0.11959700087706247,0.7166666666666667,0.9583333333333334
24,0.11897835781176885,0.7166666666666667,0.9666666666666668
25,0.11934123088916145,0.6916666666666667,0.9583333333333334
26,0.11969349533319472,0.7083333333333334,0.9583333333333334
27,0.11950479944547016,0.725,0.9583333333333334
28,0.11921768685181935,0.725,0.9583333333333334
29,0.11943606485923132,0.6916666666666667,0.9583333333333334
30,0.11969483445088068,0.7,0.9666666666666668
31,0.11933080504337945,0.7,0.95
32,0.11904306362072628,0.7083333333333334,0.95
33,0.11904044648011525,0.725,0.9666666666666668
34,0.11930152028799056,0.7,0.9666666666666668
35,0.11939252763986588,0.7083333333333334,0.9583333333333334
36,0.11916632701953253,0.7166666666666667,0.95
37,0.11876100599765778,0.7083333333333334,0.9583333333333334
38,0.11951370139916738,0.7166666666666667,0.9666666666666668
39,0.11983049313227336,0.7083333333333334,0.95
40,0.11990597595771152,0.7,0.9583333333333334
41,0.11982434143622715,0.7166666666666667,0.95
42,0.11998795519272484,0.7083333333333334,0.9583333333333334
43,0.11993091255426408,0.7166666666666667,0.95
44,0.1198331316312154,0.7083333333333334,0.9583333333333334
45,0.1205885648727417,0.7,0.95
46,0.12029627859592434,0.725,0.95
47,0.1199511965115865,0.7083333333333334,0.9583333333333334
48,0.11973694016536075,0.7083333333333334,0.95
49,0.11921237657467525,0.7166666666666667,0.9583333333333334
50,0.11954156408707302,0.7083333333333334,0.95
