epoch,cos_dist,top1_acc,top5_acc
1,0.3318855300545692,0.7083333333333334,1.0
2,0.3126262687146664,0.75,0.9916666666666668
3,0.3075928417344888,0.7,0.9833333333333332
4,0.30834830875198044,0.7166666666666667,0.975
5,0.315273517370224,0.7166666666666667,0.975
6,0.3213513510922591,0.7333333333333333,0.95
7,0.3282589510083199,0.7166666666666667,0.9666666666666668
8,0.33445865213871,0.7333333333333333,0.9666666666666668
9,0.3387700038651625,0.75,0.9583333333333334
10,0.34350100457668303,0.7166666666666667,0.9583333333333334
11,0.3487562251587709,0.675,0.925
12,0.34940544217824937,0.75,0.9583333333333334
13,0.3544836846490701,0.675,0.9333333333333332
14,0.3548029974102974,0.725,0.9583333333333334
15,0.3562763859828313,0.6916666666666667,0.9333333333333332
16,0.35714124590158464,0.75,0.9583333333333334
17,0.35912655691305795,0.725,0.9666666666666668
18,0.3602032624185085,0.725,0.9666666666666668
19,0.3626316256821155,0.7,0.95
20,0.3617282340923945,0.75,0.9583333333333334
21,0.36352653925617534,0.7333333333333333,0.9333333333333332
22,0.36185606295863787,0.775,0.95
23,0.3630769987901052,0.6916666666666667,0.95
24,0.36155971586704255,0.7333333333333333,0.95
25,0.3613048324982325,0.6916666666666667,0.95
26,0.3636297514041265,0.7416666666666667,0.9333333333333332
27,0.3649687317510446,0.7416666666666667,0.95
28,0.3647344981630643,0.7,0.9416666666666668
29,0.3635727802912394,0.6583333333333333,0.95
30,0.3669727548956871,0.6916666666666667,0.9583333333333334
31,0.3650252009431521,0.7333333333333333,0.95
32,0.366576757033666,0.725,0.95
33,0.3664295921723048,0.7166666666666667,0.9583333333333334
34,0.3645118852456411,0.7333333333333333,0.9583333333333334
35,0.3657321388522784,0.7166666666666667,0.9416666666666668
36,0.3649388273557027,0.725,0.9583333333333334
37,0.36376038442055386,0.725,0.9583333333333334
38,0.3628155296047529,0.7333333333333333,0.9416666666666668
39,0.3634221312900384,0.725,0.95
40,0.3631933060785135,0.7333333333333333,0.9416666666666668
41,0.3631930922468503,0.725,0.9416666666666668
42,0.36600337202350297,0.6833333333333333,0.925
43,0.36540478765964507,0.7416666666666667,0.925
44,0.3645764234165351,0.7333333333333333,0.9583333333333334
45,0.3654942880074183,0.7166666666666667,0.9583333333333334
46,0.3641125892599424,0.7583333333333333,0.9583333333333334
47,0.3647278599441052,0.7166666666666667,0.95
48,0.3660137062271436,0.7416666666666667,0.95
49,0.3659960009157658,0.7166666666666667,0.9416666666666668
50,0.3615750677883625,0.775,0.975
