epoch,cos_dist,top1_acc,top5_acc
0,0.3659455286959807,0.4833333333333333,0.8916666666666667
1,0.21966226200262706,0.6,0.9833333333333332
2,0.1691238562266032,0.6583333333333333,1.0
3,0.16068960428237916,0.6916666666666667,0.9916666666666668
4,0.1609672486782074,0.7083333333333334,0.9666666666666668
5,0.16196574022372565,0.6916666666666667,0.9666666666666668
6,0.16258625090122222,0.6833333333333333,0.9666666666666668
7,0.16289685815572738,0.6833333333333333,0.9666666666666668
8,0.16304164230823515,0.6833333333333333,0.9666666666666668
9,0.16310727049907048,0.6833333333333333,0.9666666666666668
10,0.1631366675098737,0.6833333333333333,0.9666666666666668
