epoch,cos_dist,top1_acc,top5_acc
0,0.4350872365136941,0.3,0.6666666666666666
1,0.22971721092859906,0.4916666666666666,0.8666666666666667
2,0.1389641558130582,0.6833333333333333,0.9416666666666668
3,0.11729329178730645,0.7,0.9583333333333334
4,0.11388451009988786,0.7,0.9583333333333334
5,0.11375701526800792,0.675,0.9583333333333334
6,0.11398166666428247,0.6666666666666666,0.9416666666666668
7,0.11413719455401106,0.6666666666666666,0.9416666666666668
8,0.11421722223361333,0.6666666666666666,0.9416666666666668
9,0.11425489634275435,0.6666666666666666,0.9416666666666668
10,0.1142720361550649,0.6666666666666666,0.9416666666666668
