alpha,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
0.05,0.29915149584412576,0.7,0.8678571428571429,0.9214285714285714
0.1,0.26880756616592405,0.7285714285714285,0.875,0.9321428571428572
0.15000000000000002,0.24665340376751763,0.7428571428571429,0.8857142857142857,0.9321428571428572
0.2,0.23092245778867176,0.75,0.9071428571428571,0.9535714285714286
0.25,0.224277668765613,0.7678571428571429,0.8892857142857142,0.9571428571428572
0.30000000000000004,0.22479052394628524,0.725,0.8642857142857143,0.9357142857142857
0.35000000000000003,0.22870441228151323,0.7285714285714285,0.8714285714285714,0.9071428571428571
0.4,0.2331831768155098,0.7428571428571429,0.8785714285714286,0.9178571428571428
0.45,0.2363931051322392,0.7071428571428572,0.8392857142857143,0.9214285714285714
0.5,0.24495223430650576,0.675,0.825,0.8928571428571429
