beta,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.2239863668169294,0.7642857142857142,0.8857142857142857,0.9428571428571428
0.01,0.22940179790769305,0.7571428571428571,0.9035714285714286,0.9392857142857143
0.02,0.23453767065490996,0.7928571428571428,0.9035714285714286,0.95
0.03,0.24041020071932248,0.7642857142857142,0.9178571428571428,0.95
0.04,0.24673408301813263,0.7857142857142857,0.9071428571428571,0.9392857142857143
0.05,0.2557655031127589,0.7464285714285714,0.9035714285714286,0.9535714285714286
0.06,0.26336433461734227,0.725,0.8892857142857142,0.9464285714285714
0.07,0.2710718396518912,0.7571428571428571,0.8964285714285715,0.9321428571428572
0.08,0.2809593888265746,0.725,0.8714285714285714,0.9428571428571428
0.09,0.2932409070432186,0.7035714285714286,0.85,0.9285714285714286
0.1,0.30149863830634527,0.7785714285714286,0.9071428571428571,0.9535714285714286
