epoch,cos_dist,top1_acc,top3_acc
0,0.3354573679821832,0.6678571428571428,0.9107142857142857
1,0.27023828827909063,0.7714285714285715,0.9571428571428572
2,0.26104717361075536,0.7642857142857142,0.9535714285714286
3,0.26779127482857024,0.7678571428571429,0.9428571428571428
4,0.2752545398260866,0.7678571428571429,0.9285714285714286
5,0.27890993495072636,0.7535714285714286,0.9285714285714286
