context,cos_dist,top1_acc,top2_acc,top3_acc
1,0.2051291355064937,0.7464285714285714,0.8642857142857143,0.9321428571428572
2,0.23005006111093929,0.7607142857142857,0.9285714285714286,0.9535714285714286
3,0.23074832728930883,0.7571428571428571,0.9142857142857143,0.9535714285714286
4,0.23261553772858212,0.7571428571428571,0.8678571428571429,0.9321428571428572
5,0.2290555817740304,0.7428571428571429,0.8928571428571429,0.9321428571428572
6,0.22341974824666977,0.7535714285714286,0.8857142857142857,0.9285714285714286
7,0.22001295174871172,0.7857142857142857,0.9,0.9392857142857143
8,0.21795904338359834,0.7714285714285715,0.8857142857142857,0.9321428571428572
9,0.21430932389838356,0.7535714285714286,0.8785714285714286,0.9285714285714286
10,0.21285677892821175,0.7357142857142858,0.8892857142857142,0.9285714285714286
