alpha,cos_dist,top1_acc,top3_acc
0.0,0.19867104398352758,0.7785714285714286,0.925
0.05,0.3191581998552595,0.6392857142857142,0.8857142857142857
0.1,0.27622502957071576,0.7142857142857143,0.9142857142857143
0.15000000000000002,0.24191492178610394,0.7392857142857143,0.925
0.2,0.21607075674193246,0.7714285714285715,0.9357142857142857
0.25,0.2032662610922541,0.7785714285714286,0.9285714285714286
0.30000000000000004,0.19339698957545418,0.7928571428571428,0.9285714285714286
0.35000000000000003,0.19035720654896326,0.7821428571428571,0.9321428571428572
0.4,0.1895750635436603,0.7607142857142857,0.9071428571428571
0.45,0.19552473298140935,0.75,0.9
0.5,0.20035315432718823,0.7285714285714285,0.9035714285714286
