alpha,cos_dist,top1_acc,top3_acc
0.0,0.365951995658023,0.5892857142857143,0.8642857142857143
0.05,0.31911627192582404,0.6392857142857142,0.8857142857142857
0.1,0.27650694261704173,0.7035714285714286,0.9178571428571428
0.15000000000000002,0.24218348360487393,0.7464285714285714,0.925
0.2,0.21603527409689768,0.775,0.9285714285714286
0.25,0.20166725090571813,0.7857142857142857,0.9285714285714286
0.30000000000000004,0.19082275075571878,0.7857142857142857,0.9285714285714286
0.35000000000000003,0.19033667019435338,0.7892857142857143,0.925
0.4,0.1930545830300876,0.75,0.9142857142857143
0.45,0.1948868432215282,0.7107142857142857,0.9035714285714286
0.5,0.2019078097173146,0.7464285714285714,0.9035714285714286
