alpha,cos_dist,top1_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.9107142857142857
0.05,0.29925955097590173,0.6964285714285714,0.9214285714285714
0.1,0.2691131582217557,0.725,0.9285714285714286
0.15000000000000002,0.24691377409866877,0.7535714285714286,0.9285714285714286
0.2,0.23213944051946914,0.75,0.9464285714285714
0.25,0.22526408348764693,0.7535714285714286,0.9392857142857143
0.30000000000000004,0.22248180700199946,0.7607142857142857,0.9357142857142857
0.35000000000000003,0.22796748088938848,0.7642857142857142,0.9285714285714286
0.4,0.231352606096438,0.7357142857142858,0.9178571428571428
0.45,0.2385505658175264,0.7071428571428572,0.9071428571428571
0.5,0.24486767905099052,0.6785714285714286,0.9035714285714286
