beta,cos_dist,top1_acc,top3_acc
0.0,0.22518156809466225,0.7535714285714286,0.9535714285714286
0.01,0.22946392276457378,0.7535714285714286,0.9357142857142857
0.02,0.23630722633429935,0.7571428571428571,0.9321428571428572
0.03,0.2403109786765916,0.7714285714285715,0.9535714285714286
0.04,0.24633954103503908,0.7714285714285715,0.9464285714285714
0.05,0.25594759317381044,0.7857142857142857,0.9535714285714286
0.06,0.264085157428469,0.7642857142857142,0.9392857142857143
0.07,0.27290311828255653,0.7321428571428571,0.9428571428571428
0.08,0.2810524298676423,0.7464285714285714,0.925
0.09,0.2891152129641601,0.7642857142857142,0.9464285714285714
0.1,0.3004642425903252,0.7785714285714286,0.9321428571428572
