epoch,cos_dist,top1_acc,top2_acc,top3_acc
0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
1,0.2628817414598806,0.7464285714285714,0.9071428571428571,0.9392857142857143
2,0.23846710143344743,0.7857142857142857,0.9214285714285714,0.9571428571428572
3,0.23623250712241445,0.7857142857142857,0.9,0.9392857142857143
4,0.23871239764349803,0.7821428571428571,0.8821428571428571,0.9321428571428572
5,0.24064945791448866,0.7714285714285715,0.8928571428571429,0.9214285714285714
