alpha,cos_dist,top1_acc,top2_acc,top3_acc
0.0,0.3354573679821832,0.6678571428571428,0.8464285714285714,0.9107142857142857
0.05,0.29913782509309905,0.6964285714285714,0.8642857142857143,0.9214285714285714
0.1,0.2690200171300343,0.7285714285714285,0.875,0.9285714285714286
0.15000000000000002,0.2470656537583896,0.7392857142857143,0.8892857142857142,0.9285714285714286
0.2,0.23170569581644876,0.7428571428571429,0.8928571428571429,0.95
0.25,0.22642938324383327,0.7607142857142857,0.8892857142857142,0.9392857142857143
0.30000000000000004,0.2227675884962082,0.775,0.8892857142857142,0.9357142857142857
0.35000000000000003,0.22833339359079088,0.7142857142857143,0.8678571428571429,0.925
0.4,0.22747671753168106,0.7285714285714285,0.8678571428571429,0.9178571428571428
0.45,0.23511895090341567,0.7071428571428572,0.8464285714285714,0.9
0.5,0.2465403437614441,0.6892857142857143,0.8392857142857143,0.9
